,D614G_IC50,BA1_IC50,BA2_IC50,BA3_IC50,SARS_IC50,BA1_1_IC50,BA2_12_1_IC50,BA2_75_IC50,BA5_IC50,BF7_IC50,BA2_13_IC50,BQ1_1_IC50,XBB_IC50,XBB1_5_IC50,XBB1_5_10_IC50,BA5_ELISA_compete_level,paper_reactivity,source,group
GC1644,10,0.00398,10,NA,10,NA,NA,0.01185,0.00227,0.002287,NA,0.0121,0.0236,0.0193,0.01585,0.739683728,specific,BA.2 convalescents reinfection,A2
GC1645,10,10,10,NA,10,NA,NA,10,10,10,NA,10,10,10,10,0.730936144,cross,BA.2 convalescents reinfection,F1
GC1646,10,0.000608,10,NA,10,NA,NA,0.0002076,10,6.62e-05,NA,0.000642,10,10,10,0.736777782,specific,BA.1 convalescents reinfection,C/D1
GC1647,0.1915,10,10,NA,NA,NA,NA,10,10,10,NA,10,10,10,10,0.882380985,cross,BA.1 convalescents reinfection,F1
GC1651,0.173,10,0.000772,NA,10,NA,NA,0.01433,0.00105,0.0007675,NA,0.0912,10,10,10,0.559345033,specific,BA.2 convalescents reinfection,A1
GC1652,10,0.0132,0.00666,NA,10,NA,NA,0.1547,0.0281,0.01781,NA,0.56,10,10,10,0.439523964,specific,BA.1 convalescents reinfection,A1
GC1653,10,0.00269,0.00318,NA,10,NA,NA,0.004911,0.00231,0.004107,NA,0.161,10,10,10,0.584827145,specific,BA.1 convalescents reinfection,D3
GC1655,10,0.00119,0.00763,NA,10,NA,NA,0.0041,0.00278,0.001747,NA,0.00622,0.61,0.427,NA,0.833361508,specific,BA.1 convalescents reinfection,D4
GC1657,2.12,10,10,NA,NA,NA,NA,10,10,10,NA,10,10,10,10,0.719305074,cross,BA.2 convalescents reinfection,F1
GC1658,10,10,10,NA,NA,NA,NA,10,10,10,NA,10,10,10,10,0,cross,BA.2 convalescents reinfection,F1
GC1659,10,10,10,NA,10,NA,NA,0.0001029,10,0.0001794,NA,0.00112,0.00752,0.0174,NA,0.846479318,specific,BA.1 convalescents reinfection,D4
GC1661,10,0.0138,0.00933,NA,NA,NA,NA,0.01804,0.016,0.03434,NA,10,10,10,10,0.61257716,specific,BA.1 convalescents reinfection,D3
GC1662,10,10,0.000799,NA,10,NA,NA,0.0001039,10,0.004245,NA,0.0762,10,10,10,0.62088128,specific,BA.1 convalescents reinfection,D3
GC1663,10,0.399,0.00232,NA,10,NA,NA,0.3708,10,0.01454,NA,10,10,10,10,0.598265776,cross,BA.1 convalescents reinfection,D2
GC1664,0.883,10,10,NA,10,NA,NA,0.003377,0.0118,0.007295,NA,0.0317,10,10,10,0.361923011,specific,BA.1 convalescents reinfection,C/D1
GC1666,10,0.000943,0.00157,NA,10,NA,NA,0.001381,0.0011,0.0004844,NA,0.0043,0.0212,0.0262,0.8757,0.819082093,specific,BA.1 convalescents reinfection,C/D1
GC1667,10,0.00149,0.00205,NA,10,NA,NA,0.005952,0.00138,0.001535,NA,0.00584,2.13,1.43,NA,0.854396759,specific,BA.1 convalescents reinfection,A1
GC1668,10,0.00331,0.00812,NA,10,NA,NA,0.04157,0.01,0.005848,NA,0.0932,0.293,0.316,NA,0.636564047,specific,BA.1 convalescents reinfection,A2
GC1669,10,10,0.00827,NA,10,NA,NA,0.1643,0.0412,0.1514,NA,10,10,10,10,0.428120154,specific,BA.1 convalescents reinfection,F3
GC1670,10,0.000979,10,NA,10,NA,NA,0.0009869,0.000727,0.0008841,NA,0.00245,0.116,10,10,0.87371898,specific,BA.1 convalescents reinfection,C/D1
GC1671,0.396,0.00176,0.00139,NA,10,NA,NA,0.2089,0.015,0.005359,NA,0.35,10,10,10,0.760150723,specific,BA.2 convalescents reinfection,A2
GC1672,10,0.00402,0.00472,NA,10,NA,NA,0.06992,0.021,0.01053,NA,0.127,10,0.274,NA,0.779777087,specific,BA.1 convalescents reinfection,A2
GC1673,10,0.000776,0.0631,NA,10,NA,NA,1.3932,0.433,0.7124,NA,10,10,10,10,0.152880091,specific,BA.1 convalescents reinfection,A1
GC1674,10,0.000532,0.0107,NA,10,NA,NA,0.0578,0.0593,0.0771,NA,0.187,0.293,0.519,NA,0.556592923,specific,BA.1 convalescents reinfection,F3
GC1675,0.00882,0.0114,10,NA,10,NA,NA,0.0005178,0.00338,0.001252,NA,0.179,0.025,0.0301,0.0191,0.737586082,cross,BA.2 convalescents reinfection,E1/E2.1
GC1677,10,0.000947,0.0453,NA,10,NA,NA,0.9623,0.24,0.3654,NA,0.335,10,10,10,0.356132894,specific,BA.1 convalescents reinfection,F3
GC1678,10,0.0021,0.00305,NA,10,NA,NA,0.07712,0.0187,0.009951,NA,0.05,0.0916,0.0593,0.6883,0.450191043,specific,BA.1 convalescents reinfection,A2
GC1680,0.2,10,10,NA,10,NA,NA,10,10,10,NA,10,10,10,10,0.00971867,cross,BA.2 convalescents reinfection,E2.2
GC1681,0.225,10,10,NA,10,NA,NA,0.01151,0.00869,0.00328,NA,0.0119,10,10,10,0.726105898,specific,BA.2 convalescents reinfection,C/D1
GC1682,10,0.0135,0.0351,NA,10,NA,NA,0.02154,0.0551,0.02526,NA,10,10,10,10,0.231350035,specific,BA.1 convalescents reinfection,D3
GC1683,10,10,0.00101,NA,10,NA,NA,0.00202,0.00174,0.001269,NA,0.00424,0.039,0.0448,NA,0.720007452,specific,BA.1 convalescents reinfection,D4
GC1684,0.221,0.00509,0.0111,NA,10,NA,NA,0.01265,1.16,0.3005,NA,0.5,0.352,0.622,NA,0.134518464,specific,BA.1 convalescents reinfection,B
GC1685,10,10,0.000613,NA,10,NA,NA,0.0006738,0.00796,0.002746,NA,0.00769,0.0138,0.00401,0.01742,0.751968657,specific,BA.1 convalescents reinfection,B
GC1686,1.33,0.00062,0.000999,NA,10,NA,NA,0.001151,0.0576,0.01844,NA,0.162,1.08,0.403,NA,0.508581637,specific,BA.1 convalescents reinfection,B
GC1687,10,0.0111,0.00986,NA,10,NA,NA,0.03265,0.0258,0.03053,NA,0.0561,0.0925,0.0459,0.05027,0.788386634,specific,BA.1 convalescents reinfection,A2
GC1688,10,10,0.000756,NA,10,NA,NA,0.09931,0.0722,0.02856,NA,0.113,0.0884,0.0478,0.04964,0.194883171,specific,BA.1 convalescents reinfection,A1
GC1689,0.0553,10,10,NA,10,NA,NA,0.001236,0.000806,0.0008081,NA,0.00268,0.0029,0.00198,NA,0.886629231,specific,BA.1 convalescents reinfection,D4
GC1690,10,0.00338,0.0041,NA,10,NA,NA,0.003878,0.0141,0.0061,NA,0.00886,0.00923,0.00511,0.004672,0.268137463,specific,BA.1 convalescents reinfection,B
GC1691,0.0256,0.00125,0.00175,NA,10,NA,NA,0.002034,0.108,10,NA,10,0.00503,0.00502,NA,0.202319125,cross,BA.1 convalescents reinfection,E1/E2.1
GC1692,0.254,0.000592,0.00084,NA,10,NA,NA,0.0004962,10,0.001371,NA,0.564,10,10,10,0.871115065,specific,BA.1 convalescents reinfection,D3
GC1693,10,0.000997,0.00448,NA,10,NA,NA,0.001442,0.00226,0.001492,NA,10,10,10,10,0.630572242,specific,BA.1 convalescents reinfection,D3
GC1694,0.0185,10,10,NA,10,NA,NA,0.000384,0.000578,0.000472,NA,0.00405,0.166,0.267,NA,0.901562847,specific,BA.2 convalescents reinfection,D3
GC1696,10,0.0148,0.0102,NA,10,NA,NA,0.4981,10,10,NA,10,10,10,10,0.387644653,specific,BA.2 convalescents reinfection,A1
GC1697,0.203,0.000759,0.000926,NA,10,NA,NA,0.0009046,0.00108,0.002016,NA,10,10,10,10,0.601417286,specific,BA.1 convalescents reinfection,D3
GC1699,10,0.000961,0.00101,NA,10,NA,NA,0.00207,0.00266,0.004957,NA,0.00781,0.0379,0.0322,0.03767,0.603768715,specific,BA.2 convalescents reinfection,A1
GC1700,10,0.00113,0.00386,NA,10,NA,NA,0.005485,0.00765,0.01037,NA,0.00917,10,10,10,0.744639832,specific,BA.2 convalescents reinfection,A1
GC1701,10,10,10,NA,10,NA,NA,0.000139,10,0.005207,NA,0.0745,10,10,10,0.730279099,specific,BA.1 convalescents reinfection,D3
GC1702,10,10,0.00167,NA,10,NA,NA,0.0003589,0.00101,0.009314,NA,0.115,10,10,10,0,specific,BA.1 convalescents reinfection,D3
GC1704,10,0.0176,0.0196,NA,10,NA,NA,10,10,10,NA,10,10,10,10,0.477306708,specific,BA.2 convalescents reinfection,A2
GC1705,10,0.00143,0.00364,NA,10,NA,NA,0.003184,0.00281,0.003226,NA,0.0116,0.978,0.597,NA,0.897710942,specific,BA.1 convalescents reinfection,D3
GC1706,10,10,10,NA,NA,NA,NA,10,10,10,NA,10,10,10,10,0.516040409,cross,BA.2 convalescents reinfection,E3
GC1707,10,0.00647,0.00706,NA,10,NA,NA,0.02534,0.0116,0.008248,NA,0.021,0.0246,0.0173,0.01885,0.696815996,specific,BA.2 convalescents reinfection,F3
GC1708,10,0.00157,0.00118,NA,10,NA,NA,0.01089,0.00136,0.0008848,NA,0.00619,0.0219,0.00921,0.0169,0.79492282,specific,BA.2 convalescents reinfection,F3
GC1709,0.00162,0.00495,10,NA,10,NA,NA,0.01031,10,0.0001636,NA,0.0054,10,10,10,0.747939094,cross,BA.2 convalescents reinfection,D2
GC1710,10,10,10,NA,10,NA,NA,0.0005319,10,0.0007234,NA,0.0513,0.00501,0.00254,0.004849,0.631348859,specific,BA.1 convalescents reinfection,D3
GC1712,0.188,0.000592,0.00109,NA,10,NA,NA,0.001195,0.000825,0.00197,NA,0.0986,10,10,10,0.735709553,specific,BA.1 convalescents reinfection,D3
GC1713,0.00766,0.000937,0.000589,NA,10,NA,NA,0.001048,10,10,NA,10,10,10,10,0.163806788,cross,BA.1 convalescents reinfection,E1/E2.1
GC1714,0.144,10,0.00138,NA,10,NA,NA,0.0005308,0.00145,0.001002,NA,0.0306,10,10,10,0.727804073,specific,BA.1 convalescents reinfection,D3
GC1715,0.0745,10,10,NA,10,NA,NA,0.0003163,10,0.0005972,NA,0.00183,0.012,0.0217,NA,0.859960724,specific,BA.1 convalescents reinfection,D3
GC1716,0.00294,0.00203,0.00155,NA,10,NA,NA,0.001695,0.0678,0.03603,NA,0.0608,10,10,10,0.385879735,cross,BA.1 convalescents reinfection,C/D1
GC1718,10,0.00187,0.000584,NA,10,NA,NA,0.004583,0.00271,0.01558,NA,0.359,2.37,3.72,NA,0.649901897,specific,BA.1 convalescents reinfection,D3
GC1719,10,0.00706,0.00609,NA,10,NA,NA,0.01718,0.00696,0.00774,NA,0.0152,0.035,0.0288,10,0.707104133,specific,BA.2 convalescents reinfection,A2
GC1720,10,0.00197,0.00305,NA,10,NA,NA,0.003692,0.00318,0.003638,NA,0.00622,0.014,0.00578,0.007591,0.748532715,specific,BA.1 convalescents reinfection,D4
GC1721,0.00396,0.00148,0.00132,NA,10,NA,NA,0.002858,0.0111,0.007798,NA,0.036,10,10,10,0.735574597,cross,BA.1 convalescents reinfection,B
GC1722,0.00518,0.00399,0.00267,NA,10,NA,NA,0.006069,0.0546,0.3692,NA,10,10,10,10,0.710964527,cross,BA.2 convalescents reinfection,E1/E2.1
GC1723,10,0.00156,0.00178,NA,10,NA,NA,0.002673,0.00122,0.003697,NA,0.0512,0.0521,0.04,NA,0.527447343,specific,BA.1 convalescents reinfection,D3
GC1724,0.00278,0.000818,0.00131,NA,10,NA,NA,0.0009911,0.00609,0.002381,NA,0.0106,10,0.686,NA,0.844258647,cross,BA.2 convalescents reinfection,B
GC1725,0.0012,10,10,NA,10,NA,NA,3e-04,10,0.0008439,NA,10,10,10,10,0.870719461,cross,BA.1 convalescents reinfection,D2
GC1726,0.00441,0.00626,0.00848,NA,10,NA,NA,0.005714,0.00855,0.003235,NA,0.0243,0.016,0.0214,0.1456,0.683933115,cross,BA.1 convalescents reinfection,A1
GC1727,0.0115,0.00258,0.00421,NA,10,NA,NA,0.01115,0.0108,0.003735,NA,0.0426,0.0394,0.0341,0.1925,0.799168672,cross,BA.2 convalescents reinfection,A1
GC1728,0.00227,0.00098,0.00215,NA,10,NA,NA,0.003317,0.0235,0.00836,NA,0.031,10,10,10,0.612623829,cross,BA.2 convalescents reinfection,B
GC1729,0.0157,0.014,0.0161,NA,NA,NA,NA,0.001311,0.0604,0.01664,NA,0.0332,2.36,0.198,NA,0.12246428,cross,BA.1 convalescents reinfection,C/D1
GC1730,0.205,10,10,NA,10,NA,NA,0.0005081,0.000985,0.0007591,NA,0.00283,0.935,0.819,NA,0.497346995,specific,BA.1 convalescents reinfection,D3
GC1731,10,10,10,NA,10,NA,NA,0.0002528,10,0.0008619,NA,10,10,10,10,0.700635752,cross,BA.1 convalescents reinfection,D2
GC1732,0.00314,0.00193,0.00135,NA,10,NA,NA,0.003236,0.00457,0.001988,NA,0.0326,0.0581,0.0517,0.7451,0.625989199,cross,BA.1 convalescents reinfection,A1
GC1733,0.00234,0.000573,0.000581,NA,10,NA,NA,0.0006989,0.00153,0.0008266,NA,0.00453,0.116,0.505,NA,0.812147804,cross,BA.2 convalescents reinfection,B
GC1734,10,0.0331,0.0582,NA,10,NA,NA,0.07115,0.0823,0.04586,NA,0.0821,0.0762,0.102,NA,0.649985917,specific,BA.2 convalescents reinfection,A2
GC1736,0.000837,10,10,NA,10,NA,NA,4.07e-05,10,7.06e-05,NA,0.0663,0.0545,0.0899,0.01551,0.812879959,cross,BA.1 convalescents reinfection,D2
GC1737,0.0011,0.00092,0.00178,NA,10,NA,NA,0.0008266,0.0979,0.05023,NA,0.0538,10,10,10,0.423826288,cross,BA.1 convalescents reinfection,C/D1
GC1738,0.00186,10,10,NA,10,NA,NA,0.0002911,0.00124,0.0004195,NA,0.00122,0.00728,0.0332,0.09056,0.751719516,cross,BA.2 convalescents reinfection,B
GC1739,10,0.000907,0.00271,NA,10,NA,NA,0.003861,0.00187,0.00104,NA,0.00467,0.0332,0.0867,NA,0.824128421,specific,BA.1 convalescents reinfection,D4
GC1741,0.374,10,10,NA,10,NA,NA,0.000171,10,0.000265,NA,0.0176,10,10,10,0.716963546,specific,BA.1 convalescents reinfection,D3
GC1742,10,10,0.000523,NA,10,NA,NA,0.03608,0.0962,0.08357,NA,0.14,10,10,10,0.650980704,specific,BA.2 convalescents reinfection,A1
GC1743,10,10,10,NA,10,NA,NA,0.000147,10,0.000462,NA,0.0923,10,10,10,0.722694268,specific,BA.2 convalescents reinfection,D3
GC1744,0.00676,0.00624,0.00319,NA,10,NA,NA,0.001336,0.0577,0.03134,NA,0.0601,0.159,0.324,NA,0.473800457,cross,BA.1 convalescents reinfection,C/D1
GC1745,0.00778,0.0294,0.108,NA,NA,NA,NA,0.1344,0.0314,0.01888,NA,0.236,0.4984,0.24,NA,0.836249373,cross,BA.2 convalescents reinfection,A1
GC1746,0.00387,0.0075,0.0117,NA,10,NA,NA,0.08687,0.00637,0.0044,NA,0.136,0.142,0.135,NA,0.781592355,cross,BA.1 convalescents reinfection,A1
GC1747,10,0.00657,0.0564,NA,10,NA,NA,0.0226,0.0522,0.03094,NA,0.11,3.29,2.38,NA,0.695067052,specific,BA.1 convalescents reinfection,D4
GC1748,10,10,0.00397,NA,10,NA,NA,0.0001111,0.0075,0.008464,NA,0.0294,10,10,10,0.107815596,specific,BA.1 convalescents reinfection,D3
GC1749,0.269,10,10,NA,10,NA,NA,0.0003424,0.00055,0.0007591,NA,0.0035,0.166,0.202,NA,0.840325375,specific,BA.1 convalescents reinfection,D3
GC1750,0.000943,0.00104,10,NA,10,NA,NA,0.0008134,0.115,0.09873,NA,0.164,10,10,10,0.705339367,cross,BA.1 convalescents reinfection,C/D1
GC1751,10,10,0.00102,NA,10,NA,NA,0.0003625,0.00118,0.0004169,NA,10,10,10,10,0.569904525,specific,BA.1 convalescents reinfection,D3
GC1752,0.0221,0.0262,0.0275,NA,10,NA,NA,0.2794,0.458,0.1376,NA,10,10,10,10,0.121768473,cross,BA.1 convalescents reinfection,A1
GC1753,10,10,0.0282,NA,10,NA,NA,0.08322,0.0706,0.01884,NA,0.0513,0.0196,0.0511,0.1165,0.627705771,specific,BA.2 convalescents reinfection,A2
GC1754,10,0.0151,0.181,NA,10,NA,NA,0.03419,0.116,0.03456,NA,0.125,10,10,10,0.54768419,specific,BA.1 convalescents reinfection,D4
GC1755,1.43,10,0.00188,NA,10,NA,NA,0.000588,0.001,0.000167,NA,0.000908,0.0905,0.0873,NA,0.67167092,specific,BA.1 convalescents reinfection,D3
GC1756,0.00102,10,0.000622,NA,10,NA,NA,0.0005688,0.021,0.00544,NA,0.0139,10,10,10,0.473645681,cross,BA.1 convalescents reinfection,B
GC1757,10,0.00199,0.00392,NA,10,NA,NA,0.001929,0.0022,0.0007083,NA,0.0387,10,10,10,0.504371544,specific,BA.2 convalescents reinfection,D3
GC1758,10,0.000779,0.00867,NA,10,NA,NA,0.001407,0.00622,0.00331,NA,0.00987,10,10,10,0.733765027,specific,BA.1 convalescents reinfection,D3
GC1759,10,10,10,NA,10,NA,NA,10,1.09,0.8254,NA,10,10,10,10,0.267411462,specific,BA.1 convalescents reinfection,C/D1
GC1760,1.09,0.0012,0.0037,NA,10,NA,NA,0.00145,0.00352,0.001814,NA,0.0145,10,10,10,0.678231625,specific,BA.1 convalescents reinfection,D3
GC1761,10,0.00519,0.0348,NA,10,NA,NA,0.001592,0.0289,0.04025,NA,0.0496,10,10,10,0.199670905,specific,BA.1 convalescents reinfection,D3
GC1762,10,0.0156,0.0264,NA,10,NA,NA,0.03275,0.00968,0.005224,NA,0.0589,10,10,10,0.609208539,specific,BA.2 convalescents reinfection,D3
GC1763,10,10,0.00916,NA,10,NA,NA,10,0.136,0.2058,NA,10,10,10,10,0.479356424,specific,BA.2 convalescents reinfection,D2
GC1764,10,0.000563,0.00232,NA,10,NA,NA,0.0004124,0.000865,0.000809,NA,0.0656,10,10,10,0.764832955,specific,BA.1 convalescents reinfection,D3
GC1765,10,10,0.000549,NA,10,NA,NA,0.0001465,10,0.0002424,NA,0.0755,2.12,2.75,NA,0.736400479,specific,BA.1 convalescents reinfection,D3
GC1766,10,0.00153,0.0446,NA,10,NA,NA,0.00123,0.0395,0.05828,NA,0.273,10,10,10,0.425625661,specific,BA.1 convalescents reinfection,D3
GC1768,10,0.00101,0.0215,NA,10,NA,NA,0.002183,0.0324,0.02218,NA,0.263,10,10,10,0.296538351,specific,BA.1 convalescents reinfection,D3
GC1769,10,0.0197,0.00291,NA,10,NA,NA,0.002159,0.00132,0.001888,NA,0.0027,0.00486,0.00554,NA,0.85078455,specific,BA.2 convalescents reinfection,F3
GC1770,0.0873,0.0385,0.00567,NA,10,NA,NA,0.008827,0.00432,0.005602,NA,10,10,10,10,0.76770288,specific,BA.1 convalescents reinfection,D2
GC1771,0.00858,10,10,NA,10,NA,NA,4.92e-05,10,8.54e-05,NA,0.415,10,10,10,0.841514123,cross,BA.2 convalescents reinfection,D2
GC1772,0.00581,0.0304,0.0314,NA,10,NA,NA,0.07838,0.0106,0.004454,NA,0.166,10,0.321,NA,0.675577198,cross,BA.1 convalescents reinfection,A1
GC1773,10,0.000762,0.0249,NA,10,NA,NA,0.0009019,0.0244,0.01424,NA,0.0238,10,10,10,0.469382806,specific,BA.1 convalescents reinfection,D3
GC1775,10,0.00147,0.00124,NA,10,NA,NA,0.00118,0.00148,0.00118,NA,0.104,10,10,10,0.6294091,specific,BA.1 convalescents reinfection,D3
GC1776,0.828,10,10,NA,10,NA,NA,4.5e-05,10,0.0001346,NA,0.00137,0.0715,0.052,NA,0.804514295,specific,BA.1 convalescents reinfection,D3
GC1777,0.201,0.000552,10,NA,10,NA,NA,0.0002151,10,0.001565,NA,0.166,10,10,10,0.35801063,specific,BA.2 convalescents reinfection,D2
GC1778,10,0.000696,0.00486,NA,10,NA,NA,0.0002157,0.00422,0.003131,NA,0.0354,10,10,10,0.693037141,specific,BA.1 convalescents reinfection,D3
GC1780,10,0.000776,0.0524,NA,10,NA,NA,0.0004498,0.0576,0.04833,NA,0.194,10,10,10,0.67982722,specific,BA.1 convalescents reinfection,D3
GC1783,10,0.000724,0.000826,NA,10,NA,NA,0.0003027,0.00114,0.0007826,NA,0.173,10,10,10,0.747512844,specific,BA.1 convalescents reinfection,D3
GC1787,10,0.000649,10,NA,10,NA,NA,0.0001056,10,6.8e-05,NA,0.0462,10,10,10,0.856617792,specific,BA.2 convalescents reinfection,D3
GC1788,0.0239,0.000996,10,NA,10,NA,NA,0.0001863,10,0.000209,NA,10,10,10,10,0.687977597,specific,BA.2 convalescents reinfection,D2
GC1789,0.124,0.000933,0.000513,NA,10,NA,NA,0.0005622,10,0.0006326,NA,0.00725,10,10,10,0.819375,specific,BA.1 convalescents reinfection,D3
GC1790,10,0.0015,0.000685,NA,10,NA,NA,0.001408,0.000998,0.0007304,NA,0.00331,0.0136,0.0118,NA,0.829511735,specific,BA.1 convalescents reinfection,D4
GC1791,10,10,10,NA,10,NA,NA,0.0001221,10,0.0003232,NA,0.0459,0.00753,0.0117,NA,0.83866042,specific,BA.1 convalescents reinfection,D3
GC1792,0.707,10,0.000823,NA,10,NA,NA,0.0002552,0.00142,0.001673,NA,0.0144,10,10,10,0.68955554,specific,BA.1 convalescents reinfection,D3
GC1793,10,10,0.0546,NA,10,NA,NA,0.07428,0.0183,0.02578,NA,0.0558,0.0457,0.0245,0.04351,0.811477117,specific,BA.2 convalescents reinfection,F3
GC1794,0.00397,0.00186,0.00488,NA,10,NA,NA,0.1128,0.00275,0.002831,NA,0.123,0.218,0.129,NA,0.832593035,cross,BA.2 convalescents reinfection,A1
GC1795,0.0772,0.0273,10,NA,10,NA,NA,0.03669,0.000546,0.002103,NA,10,10,10,10,0.880586207,specific,BA.2 convalescents reinfection,D2
GC1796,10,0.000647,0.00326,NA,10,NA,NA,0.001757,0.00229,0.002774,NA,0.00928,10,10,10,0.558984033,specific,BA.1 convalescents reinfection,D3
GC1797,0.0478,0.0129,10,NA,10,NA,NA,0.00703,10,0.0005202,NA,10,10,10,10,0.876700051,specific,BA.2 convalescents reinfection,D2
GC1798,10,0.00222,10,NA,10,NA,NA,0.001589,0.000673,0.0007021,NA,0.00354,0.00519,0.00304,0.003171,0.472072532,specific,BA.2 convalescents reinfection,F3
GC1799,0.0502,10,10,NA,10,NA,NA,0.000895,0.00211,0.003447,NA,0.0227,10,10,10,0.749209479,specific,BA.1 convalescents reinfection,C/D1
GC1800,0.485,10,10,NA,10,NA,NA,10,10,10,NA,10,10,10,10,0.427558104,cross,BA.1 convalescents reinfection,F1
GC1801,10,0.0015,0.00297,NA,10,NA,NA,0.001202,0.00136,0.0007847,NA,0.0125,0.173,0.232,NA,0.464294812,specific,BA.1 convalescents reinfection,D3
GC1804,0.176,10,10,NA,10,NA,NA,10,0.718,0.7096,NA,10,10,10,10,0.20397012,cross,BA.2 convalescents reinfection,F1
GC1805,10,10,0.672,NA,10,NA,NA,1.053,0.336,0.2723,NA,0.444,0.253,0.29,NA,0.525566052,specific,BA.2 convalescents reinfection,F1
GC1806,0.448,10,1.88,NA,10,NA,NA,1.4876,10,10,NA,10,10,10,10,0.554384195,cross,BA.1 convalescents reinfection,F1
GC1807,0.214,10,10,NA,10,NA,NA,10,10,10,NA,10,10,10,10,0.396634279,cross,BA.2 convalescents reinfection,F1
GC1808,10,10,0.722,NA,10,NA,NA,10,0.472,0.3373,NA,0.808,0.959,0.668,NA,0.835676626,specific,BA.2 convalescents reinfection,F1
GC1809,10,10,1.33,NA,10,NA,NA,1.3264,0.518,0.5377,NA,0.643,0.778,0.873,NA,0.663008092,specific,BA.2 convalescents reinfection,F1
GC1810,10,10,10,NA,10,NA,NA,10,0.788,0.7212,NA,10,10,10,10,0.256576728,specific,BA.2 convalescents reinfection,F1
GC1811,10,10,0.669,NA,10,NA,NA,1.2984,0.377,0.349,NA,0.661,0.647,0.596,NA,0.772652013,specific,BA.2 convalescents reinfection,F1
GC1812,0.00113,10,10,NA,10,NA,NA,0.0001842,10,0.006427,NA,10,10,10,10,0.650949071,cross,BA.2 convalescents reinfection,E1/E2.1
GC1813,10,10,1.35,NA,10,NA,NA,10,0.542,0.4207,NA,1.28,1.3,1.2,NA,0.559948884,specific,BA.2 convalescents reinfection,F1
GC1814,0.0037,0.00135,10,NA,10,NA,NA,0.001338,10,0.0001324,NA,0.000571,0.00312,0.0027,NA,0.780617192,specific,BA.2 convalescents reinfection,F3
GC1815,10,0.000638,10,NA,10,NA,NA,0.001165,10,0.0002296,NA,0.00158,0.00719,0.00252,NA,0.665471185,specific,BA.2 convalescents reinfection,D4
GC1816,10,0.00168,10,NA,10,NA,NA,0.002074,10,3.25e-05,NA,10,0.00453,0.002,0.005149,0.444287786,specific,BA.2 convalescents reinfection,A1
GC1817,10,0.00788,10,NA,10,NA,NA,0.04982,0.000693,0.0006686,NA,0.000641,10,10,10,0.392724435,specific,BA.2 convalescents reinfection,F1
GC1819,0.236,10,10,NA,10,NA,NA,10,10,10,NA,10,10,10,10,0.760247486,cross,BA.2 convalescents reinfection,F1
GC1821,0.265,10,7.44,NA,10,NA,NA,10,10,10,NA,10,10,10,10,0.380279334,cross,BA.2 convalescents reinfection,F1
GC1823,10,10,10,NA,10,NA,NA,0.0003474,0.000588,0.0004821,NA,0.000782,0.000943,10,0.000396,0.916533889,specific,BA.1 convalescents reinfection,D3
GC1824,10,10,10,NA,10,NA,NA,10,10,10,NA,10,10,10,10,0.870838471,specific,BA.2 convalescents reinfection,D4
GC1825,10,10,10,NA,10,NA,NA,10,10,10,NA,10,10,10,10,0.765467479,specific,BA.1 convalescents reinfection,D2
GC1826,10,10,10,NA,10,NA,NA,10,10,10,NA,10,10,10,10,0.746413364,specific,BA.2 convalescents reinfection,D4
GC1827,10,10,10,NA,10,NA,NA,10,10,10,NA,10,10,10,10,0.817570203,specific,BA.2 convalescents reinfection,D4
GC1828,10,10,0.0137,NA,10,NA,NA,10,0.0244,0.01138,NA,0.0734,10,10,10,0.780606918,specific,BA.2 convalescents reinfection,D3
GC1830,10,0.0651,0.151,NA,10,NA,NA,0.1202,0.153,0.05112,NA,0.188,0.116,0.303,NA,0.733346213,specific,BA.1 convalescents reinfection,A1
GC1832,0.000978,0.00187,0.00309,NA,10,NA,NA,0.0006918,0.00172,0.0008369,NA,0.0286,0.00863,0.0153,0.00689,0.68995988,cross,BA.2 convalescents reinfection,D4
GC1833,0.00557,0.00142,0.00249,NA,10,NA,NA,0.008913,0.00284,0.005475,NA,0.208,10,10,10,0.44154157,cross,BA.1 convalescents reinfection,D2
GC1835,10,0.00104,0.00196,NA,10,NA,NA,0.0007627,0.000619,0.0005997,NA,0.0741,10,10,10,0.724515616,cross,BA.1 convalescents reinfection,D2
GC1836,0.00168,0.00425,0.00612,NA,10,NA,NA,0.006597,0.00384,0.002986,NA,0.295,10,10,10,0.71031165,cross,BA.2 convalescents reinfection,D2
GC1837,0.000636,0.00236,0.00448,NA,10,NA,NA,0.001307,0.00194,0.001478,NA,0.108,10,10,10,0.65246688,cross,BA.1 convalescents reinfection,D2
GC1838,0.000764,0.000996,0.00516,NA,10,NA,NA,0.00274,0.00217,0.002387,NA,0.116,10,10,10,0.604073435,cross,BA.1 convalescents reinfection,D2
GC1839,10,10,0.0021,NA,10,NA,NA,0.0006394,0.000569,0.0005693,NA,0.00316,0.00109,0.00155,0.00145,0.87329896,specific,BA.2 convalescents reinfection,D4
GC1843,10,0.00181,0.000954,NA,10,NA,NA,0.01311,0.0205,0.0148,NA,0.127,0.1451,10,10,0.67667889,specific,BA.1 convalescents reinfection,A2
GC1844,10,0.783,0.202,NA,10,NA,NA,0.6931,0.147,0.1517,NA,0.0966,0.117,0.0425,NA,0.851237818,specific,BA.2 convalescents reinfection,F1
GC1845,0.0297,0.000659,0.000827,NA,10,NA,NA,0.0004679,10,6.61e-05,NA,10,0.000725,0.000892,NA,0.918105444,specific,BA.2 convalescents reinfection,F3
